npc_id,npc_name,notes
210988,Astera <Thornborn Spirit>,"Astera initially appears as an untameable dream bear and turning her into a tameable thornbear requires a small adventure. Firstly, obtain a Thorn-Laden Heart, which has a low chance of dropping from bears in the Emerald Dream zone in the Dragon Isles (this heart will mention 'bear' in its description - there are also stag and saber versions, but they're for taming other thornbeasts). Once you have the heart, proceed to Drustvar in Kul Tiras and visit Athainne who is sometimes found in Ulfar's Den in the mountains far south-west of Fallhaven (approx. 46,45), and sometimes she wanders along the river below the den (around 52,40) with Athair. If she's not present in either location then you may have to wait - her schedule is unpredictable and it's also possible she disappears completely during daylight hours. Present the heart to her and she'll give you some Moontouched Thorns. Then speak to Ulfar, select his 'I have seen some animals...' dialog, then the dialog about Athainne, and he'll give you a Thornspeaker Ritual Knife. With the knife, proceed to the banks of the Springrain River, west of Amirdrassil in the Emerald Dream and look for a dreambear named Displaced Bristlebruin. She should be sleeping on some grass on the south bank of the river at 37,62 (near a cave with a pair of Invasive Podlings). Her colour will determine which thornbear you'll end up with: if she's initially a dark brown dream bear she'll turn into a dark thornbear, golden brown becomes brown, and green & brown becomes green, so you may need to kill and reset her if she's not currently in the colour you need. After you kill her as a bear, use the ritual knife on her corpse and she'll resurrect as a thornbear which you can tame!"
210989,Astera <Thornborn Spirit>,"Astera initially appears as an untameable dream bear and turning her into a tameable thornbear requires a small adventure. Firstly, obtain a Thorn-Laden Heart, which has a low chance of dropping from bears in the Emerald Dream zone in the Dragon Isles (this heart will mention 'bear' in its description - there are also stag and saber versions, but they're for taming other thornbeasts). Once you have the heart, proceed to Drustvar in Kul Tiras and visit Athainne who is sometimes found in Ulfar's Den in the mountains far south-west of Fallhaven (approx. 46,45), and sometimes she wanders along the river below the den (around 52,40) with Athair. If she's not present in either location then you may have to wait - her schedule is unpredictable and it's also possible she disappears completely during daylight hours. Present the heart to her and she'll give you some Moontouched Thorns. Then speak to Ulfar, select his 'I have seen some animals...' dialog, then the dialog about Athainne, and he'll give you a Thornspeaker Ritual Knife. With the knife, proceed to the banks of the Springrain River, west of Amirdrassil in the Emerald Dream and look for a dreambear named Displaced Bristlebruin. She should be sleeping on some grass on the south bank of the river at 37,62 (near a cave with a pair of Invasive Podlings). Her colour will determine which thornbear you'll end up with: if she's initially a dark brown dream bear she'll turn into a dark thornbear, golden brown becomes brown, and green & brown becomes green, so you may need to kill and reset her if she's not currently in the colour you need. After you kill her as a bear, use the ritual knife on her corpse and she'll resurrect as a thornbear which you can tame!"
210990,Astera <Thornborn Spirit>,"Astera initially appears as an untameable dream bear and turning her into a tameable thornbear requires a small adventure. Firstly, obtain a Thorn-Laden Heart, which has a low chance of dropping from bears in the Emerald Dream zone in the Dragon Isles (this heart will mention 'bear' in its description - there are also stag and saber versions, but they're for taming other thornbeasts). Once you have the heart, proceed to Drustvar in Kul Tiras and visit Athainne who is sometimes found in Ulfar's Den in the mountains far south-west of Fallhaven (approx. 46,45), and sometimes she wanders along the river below the den (around 52,40) with Athair. If she's not present in either location then you may have to wait - her schedule is unpredictable and it's also possible she disappears completely during daylight hours. Present the heart to her and she'll give you some Moontouched Thorns. Then speak to Ulfar, select his 'I have seen some animals...' dialog, then the dialog about Athainne, and he'll give you a Thornspeaker Ritual Knife. With the knife, proceed to the banks of the Springrain River, west of Amirdrassil in the Emerald Dream and look for a dreambear named Displaced Bristlebruin. She should be sleeping on some grass on the south bank of the river at 37,62 (near a cave with a pair of Invasive Podlings). Her colour will determine which thornbear you'll end up with: if she's initially a dark brown dream bear she'll turn into a dark thornbear, golden brown becomes brown, and green & brown becomes green, so you may need to kill and reset her if she's not currently in the colour you need. After you kill her as a bear, use the ritual knife on her corpse and she'll resurrect as a thornbear which you can tame!"
211176,Mistchaser Somnowl,"Found in the south-west, flying above the glades north-east of Summerjoy Shoal."
211316,Listless Dreamtalon,Found in open caves at the north end of the thicket.
211651,Moltenjaw Sporebat,"Appears in several locations around the main hovering island of the Eye of Ysera during the Emerald Dream campaign quest, Might of the Forest."
211755,Moltenjaw Shalewing,"Appears in several locations around the main hovering island of the Eye of Ysera during the Emerald Dream campaign quest, Might of the Forest."
211990,Domesticated Dreamstag,Friendly.
212040,Elusive Umbraclaw,There's a chance this beast will appear when you use an Elusive Creature Bait in the Emerald Dream zone of the Dragon Isles. To create Elusive Creature Bait you must have levelled Dragon Isles Skinning to the point where you can select the Bait Crafter specialization (see your skinning journal inside your professions panel) and spend at least 10 points of Knowledge in it.
212041,Elusive Bristlebruin,There's a chance this beast will appear when you use an Elusive Creature Bait in the Emerald Dream zone of the Dragon Isles. To create Elusive Creature Bait you must have levelled Dragon Isles Skinning to the point where you can select the Bait Crafter specialization (see your skinning journal inside your professions panel) and spend at least 10 points of Knowledge in it.
212043,Elusive Dreamtalon,"There's a chance this beast will appear when you use an Elusive Creature Bait in the Emerald Dream zone of the Dragon Isles, possibly more frequently in the south of the zone. To create Elusive Creature Bait you must have levelled Dragon Isles Skinning to the point where you can select the Bait Crafter specialization (see your skinning journal inside your professions panel) and spend at least 10 points of Knowledge in it."
212061,Elusive Gladehart,There's a chance this beast will appear when you use an Elusive Creature Bait in the Emerald Dream zone of the Dragon Isles. To create Elusive Creature Bait you must have levelled Dragon Isles Skinning to the point where you can select the Bait Crafter specialization (see your skinning journal inside your professions panel) and spend at least 10 points of Knowledge in it.
212062,Elusive Dreamsaber,There's a chance this beast will appear when you use an Elusive Creature Bait in the Emerald Dream zone of the Dragon Isles. To create Elusive Creature Bait you must have levelled Dragon Isles Skinning to the point where you can select the Bait Crafter specialization (see your skinning journal inside your professions panel) and spend at least 10 points of Knowledge in it.
212065,Elusive Ironbeak Umbraclaw,There's a chance this beast will appear when you use an Elusive Creature Bait in the Emerald Dream zone of the Dragon Isles. This bait item can only be crafted and used by players with Dragon Isles Skinning. To have a chance to summon an Elite Elusive creature you must spend 20 points in the Mastery subspecialization of Bait Crafter (Dragon Isles Skinning - see your Skinning journal in your professions panel). To create Elusive Creature Bait you must have levelled Dragon Isles Skinning to the point where you can select the Bait Crafter specialization (see your skinning journal inside your professions panel) and spend at least 10 points of Knowledge in it.
212066,Elusive Moonfang Dreamsaber,There's a chance this beast will appear when you use an Elusive Creature Bait in the Emerald Dream zone of the Dragon Isles. This bait item can only be crafted and used by players with Dragon Isles Skinning. To have a chance to summon an Elite Elusive creature you must spend 20 points in the Mastery subspecialization of Bait Crafter (Dragon Isles Skinning - see your Skinning journal in your professions panel). To create Elusive Creature Bait you must have levelled Dragon Isles Skinning to the point where you can select the Bait Crafter specialization (see your skinning journal inside your professions panel) and spend at least 10 points of Knowledge in it.
212069,Elusive Swifthoof Gladehart,There's a chance this beast will appear when you use an Elusive Creature Bait in the Emerald Dream zone of the Dragon Isles. This bait item can only be crafted and used by players with Dragon Isles Skinning. To have a chance to summon an Elite Elusive creature you must spend 20 points in the Mastery subspecialization of Bait Crafter (Dragon Isles Skinning - see your Skinning journal in your professions panel). To create Elusive Creature Bait you must have levelled Dragon Isles Skinning to the point where you can select the Bait Crafter specialization (see your skinning journal inside your professions panel) and spend at least 10 points of Knowledge in it.
212070,Elusive Bramblehide Bristlebruin,There's a chance this beast will appear when you use an Elusive Creature Bait in the Emerald Dream zone of the Dragon Isles. To have a chance to summon an Elite Elusive creature you must spend 20 points in the Mastery subspecialization of Bait Crafter (Dragon Isles Skinning - see your Skinning journal in your professions panel). To create Elusive Creature Bait you must have levelled Dragon Isles Skinning to the point where you can select the Bait Crafter specialization (see your skinning journal inside your professions panel) and spend at least 10 points of Knowledge in it.
212090,Elusive Blooming Brierhide,There's a chance this beast will appear when you use an Elusive Creature Bait in the Emerald Dream zone of the Dragon Isles. To create Elusive Creature Bait you must have levelled Dragon Isles Skinning to the point where you can select the Bait Crafter specialization (see your skinning journal inside your professions panel) and spend at least 10 points of Knowledge in it.
212133,Elusive Verdant Gladewarden,"There's a chance this beast will appear when you use an Elusive Creature Bait in the Emerald Dream zone of the Dragon Isles. Elusive Rares can only be summoned if you spend 40 points in the Mastery subspecialization of Bait Crafter (Dragon Isles Skinning - see your Skinning journal in your professions panel), and they can normally be killed and skinned just once a day. To create Elusive Creature Bait you must have levelled Dragon Isles Skinning to the point where you can select the Bait Crafter specialization (see your skinning journal inside your professions panel) and spend at least 10 points of Knowledge in it."
212292,Nerubian Swarmite,Summoned during combat by Vilewing (rare NPC at Ruptured Lake) and Patrolling Swarmers (City of Threads).
212425,Shadow Vanguard Scout,Found underneath the mining bridge west of Rambleshire. It doesn't appear to respawn often.
212704,Mycotic Shalehorn,"Inhabits Boskroot Basin forest, in the south of the isle. Mycotic Shalehorns with this ID often serve as mounts for Boskroot Brutes, but they can be tamed right out from under their rider."
212710,Infected Peafowl,"Inhabits Boskroot Basin forest, in the south of the isle. Only the blue variant makes sounds when clicked."
213428,Aradan <Mourning Stormrook>,"Located in The Rookery Landing, The Rookery (Dungeon). Aradan spawns after Kyrioss (the first boss of the dungeon) is defeated and can be tamed on any difficulty, including follower mode (fortunately, followers won't interfere with your tame!). But before you enter the dungeon you must collect the Void-Scarred Stormhammer from the bottom of the sea off the west coast of the Isle of Dorn. Without the hammer, Aradan cannot be tamed or attacked. The hammer lies near a stand of brown and green kelp at around 29.1,36.2 (a bit west of the 'W' in ""Storm's Watch"" on the zone map); it doesn't glow and can be difficult to see between the rocks. Once you've collected the hammer, enter the dungeon and defeat Kyrioss, jump down to the bottom of the shaft, then head a little south and east (past Stormrider Vokmar) and head up the stairs to the east. This takes you to an exterior landing where Aradan can be seen in the sky to the north. Target Aradan and click on the hammer, which causes the stormrook to land and become tameable. Aradan will spawn with one of 5 possible appearances (all are blue, but with subtly different features) so you may need to run the dungeon a number of times before you find the one you want. Credit goes to waiting4paul of the Secret Finders Discord for discovering how to tame this creature"
213539,Dreambellow Bristlebruin,"Found in caverns that have their entrance on the east side of the swamp that lies above the southern end of Haven Cascades (around 55,40)."
213542,Dreambellow Matriarch,"Found in caverns that have their entrance on the east side of the swamp that lies above the southern end of Haven Cascades (around 55,40)."
213545,Watchful Somnowl,"The black variant with crescent antlers, large ears, horned brows, and a long tail is 25 times more likely to appear than any other look!"
213608,Tula'rhun the Wanderer <Song from the North>,"Tula'rhun can be found at the very back of a set of caverns that have their entrance on the east side of the swamp that lies above the southern end of Haven Cascades (around 55,40)."
213647,Mischievous Faerie Dragon,"This fey darter can spawn during Superbloom events when someone chooses the ability Fae Lens from a dreamfruit. This ability isn't offered every Superbloom. You may have trouble taming one of these darters before someone kills it, but it's also not a unique colour."
213668,Invasive Tarantula,"These tarantulas spawn during Superbloom events if someone chooses the ability Arachnid Annihilation from a dreamfruit and then clicks on an Invasive Spider Sac. This ability isn't offered every Superbloom. You may have trouble taming one of these spiders before someone kills it, but it's also not a unique colour."
213834,Candleclaw Mole,"Located in Darkflame Cleft (New Candle, New Hope Quest Instance)."
213922,Wild Razormouth,Initially appears as a rumbling patch of earth.
214285,Razormouth Wormling,Found in side-caves in the area.
214397,Frenzied Swarmer,Can be found during the A Light in the Dark questline of The War Within campaign.
214757,Croakit,"Found in a cave on the east side of the pond. Initially inactive, but can be rendered attackable but tossing 10 Shadowblind Grouper at it. These can be fished from the eponymous pools in the waters nearby."
215411,Sureki Screamer,"Spawns on the bridge as part of an ambush during the zone campaign quest, 'A Guiding Thread'. If you've completed this quest you can still see the spawns that other players trigger."
215608,Siegehold Drone,Siegehold Drones with this ID are not hostile.
215733,Deeps Larva,"Initially submerged, but surfaces when you approach its rumbling dust patch."
215772,Queen Rickiticka,Found inside a cave in the central part of the area. Look for the corpses of 'devoured' creatures outside.
215990,Frenzied Siege-Swarmer,Flies about the high Eastern Span walkways in the east of the zone and also in The Transformatory in the south-east of the City of Threads.
215991,Siege Sniffer,"Patrols north of the large covered platform situated roughly midway along the high Eastern Span walkway, in the east of the zone. There's possibly only one up at a time."
216037,Vilewing,Flies about in the eastern part of the area.
216039,Xishorr <Shadow of Xishirra>,"Located on the west side of the pit, by the city wall. Has a black aura that is retained upon taming."
216044,Maddened Siegebomber,"Flies rapidly about wilds in the east of the zone, west of Mmarl."
216078,Fallowbarb,Dwells in a small cave in the east of the area.
216197,Nerubian Swarmer,"Only present during the campaign quest chain when the area is under attack, i.e. during 'The Cavalry is Here', etc."
216249,Understalker Tunneler,Has a chance to spawn when you dig up a patch of Disturbed Earth around any of the main Khaz Algar ('The War Within') zones. To unlock this you need to complete the quest Everyday I'm Snufflin in The Ringing Deeps.
216288,Pupating Stinger,Has a chance to spawn when you dig up a patch of Disturbed Earth around any of the main Khaz Algar ('The War Within') zones. To unlock this you need to complete the quest Everyday I'm Snufflin in The Ringing Deeps.
216340,Sentry Stagshell,"Located in Echoing Overlook, Ara-Kara, City of Echoes (Dungeon)."
216387,Razorling,Summoned by Wormcaller Iz'tikrine during combat.
216555,Heelripper,"Spawns as part of the ""Escape the Burrows!"" phase of the ""Kaheti Hospitality"" zone campaign quest. These NPCs appear in the first wave and will be mowed down very quickly by Alleria and Anduin, so your best strategy is to stand well away from your companions and draw one of these spiders off as soon as it appears. You can abandon and restart the quest as many times as you like until you successfully tame the colours you want. This is a once-only campaign instance, though it's uncertain if party sync will allow you to repeat it."
217121,Brightland Hornface,"Located in The Three Shields (Quest Phase), Isle of Dorn. Found in a special phase for the Ringing Deeps quest, 'The Wickless Candle'."
217379,Infested Jawgrub,Covered in spider eggs that are lost upon taming.
217417,Infested Jawgrub,Covered in spider eggs that are lost upon taming.
217939,Swarming Drone,"Found during the intro quest phase for the beach, but gone after completing ""To Dornogal""."
217949,Skittering Swarmite,"Found during the intro quest phase for the beach, but gone after completing ""To Dornogal""."
218066,Xesh Hatchling,Spawns when egg sacs are destroyed in this area.
219246,Deep Spitter,"Found inside the mines, in the east of the area."
219265,Emperor Pitfang,Found deep in the mine tunnels.
219365,Strange Shore Crawler,Found by the shores north of the Veneration Grounds. Its glow effect is lost upon taming.
219397,Shalescale Striker,The serpents with this ID are found inside the mine tunnels.
219425,Deep Worm,"Found inside the mines, in the east of the area."
219653,Pestilent Drone,"Located in Dalaran (Khaz Algar intro quest phase). Only appears during the Breach intro quest for The War Within, when Dalaran first arrives at the Isle of Dorn and is under siege."
219654,Drone Bomber,"Located in Dalaran (Khaz Algar intro quest phase). Only appears during the Breach intro quest for The War Within, when Dalaran first arrives at the Isle of Dorn and is under siege. Flies high, so you'll need to find a suitable location and possibly shoot it to bring it into taming range. Only the black and the green variants make sounds when clicked."
219662,Small Threadling,"Located in Dalaran (Khaz Algar intro quest phase). Only appears during the Breach intro quest for The War Within, when Dalaran first arrives at the Isle of Dorn and is under siege."
219664,Rampaging Threadling,"Located in Dalaran (Khaz Algar intro quest phase). Only appears during the Breach intro quest for The War Within, when Dalaran first arrives at the Isle of Dorn and is under siege."
219790,Tamed Lava Snail,"Initially, this magma snail cannot be interacted with or tamed due to it being ridden by a kobold: either a Kobold Trapper (Candleslag Quarry) or a Brightrock Shellvalier (inside the Hallowfall Gate mines). Once the kobold is dead the snail becomes a standalone NPC and can be tamed."
219949,Cavern Basilisk,"Found in regions south and east of The Earthenworks and north of Brunwin's Terrace, up to the entrance to the Lost Mines area."
220059,Shadegrumble Bear,Found by the pond outside Tenir's Ascent.
220300,Bandtail Kestrel,"Occasionally found around the hills in the west of the city. It appears to be buggy as even though you can attack it or cast tame, it ignores you and the tame fails, and then it despawns."
220399,Cache Courier,Often found carrying a package on its back that is lost upon taming.
220483,Attentive Silkhauler,Often found carrying a container on its back that is lost upon taming.
220707,Staglette,"Summoned by Battelfront Haulers during combat in Arathi's End in the north-east of the zone. Also summoned by the rare Kaheti Silkhauler during combat. This rare follows the north-south road in the north-east of the zone. Its range extends from Azj-Kahet in the far north-east (east of Faerin's Advance), south past Rak-Zakaz, and probably as far south as the road to the south-west of Rak-Ahat."
221065,Fluffy Sharpface,"Located in The Three Shields (Quest Phase), Isle of Dorn. Found in a special phase for the Ringing Deeps quest, 'The Wickless Candle'."
221126,Tephratennae,"BUG: this pet is erroneously classed as Exotic, so currently only usable by Beast Masters. It has been reported and hopefully will be fixed at some stage."
221131,Threadling Scavenger,"There's a chance this creature will appear when you destroy an Arathi Crate during the world quest, Recovery Job."
221474,Wary Shalehorn,In the wilds west of Veneration Grounds. It appears sporadically to the west of Morgaen's Tears.
221528,Soaring Plainshawk,Found in several locations on the isle. Soaring Plainshawks with this ID are usually perched on rocky pinnacles rather than flying.
221648,The Perchfather,Velhan's Claim consists of the two islands just north-east of the Priory of the Sacred Flame. The Perchfather can be found on the highest rock peak of the western island.
221704,Siegehold Drone,Siegehold Drones with this ID are hostile.
222019,Shalescale Striker,The serpents with this ID are found outside (above) the mines.
222040,Opalooze Mollusc,"Found by a beach north of Freywold VIllage and the Earthcrawl Mines, near the rocky islets. The NPC with this ID is found a bit further south than the other Opalooze Mollusc. Prior to taming this one appears smaller than the other, but they're the same size as pets."
222155,Opalooze Mollusc,"The NPC with this ID is found a bit further north than the other Opalooze Mollusc. Prior to taming this one appears larger than the other, but they're the same size as pets."
222248,Canyon Devilfish,"Packs of this ray periodically circle over parts of the zone, including Tenir's Ascent, Sanguine Grasps, Priory of the Sacred Flame, and The Aegis Wall."
222690,Tor'go,"This spectral devilsaur can only be found when the event, ""Worldsoul Memory: Primal Predators"" is up, located roughly north-west of Opportunity Point in The Ringing Deeps. The zone in which the Worldsoul Memory is active rotates daily, starting with Isle of Dorn, then The Ringing Depths, then Hallowfall, finally Azj-Kahet. You require one Radiant Echo in order to enter the event phase and cannot use another player to access it."
222936,Sweet-sting Worker,"Located in Sanctified Grounds, Priory of the Sacred Flame (Dungeon). Around the northern exterior of the Priory grounds."
223042,Elusive Shalehorn,There's a chance this beast will appear when you use an Elusive Creature Lure in this zone. To learn how to create a lure you must earn at least 25 points in Khaz Algar Skinning and select the Luring specialization (see your skinning journal inside your professions panel). See Wowhead's The War Within Skinning Guide for more information on how luring works.
223056,Elusive Krolusk,There's a chance this beast will appear when you use an Elusive Creature Lure in this zone. To learn how to create a lure you must earn at least 25 points in Khaz Algar Skinning and select the Luring specialization (see your skinning journal inside your professions panel). See Wowhead's The War Within Skinning Guide for more information on how luring works.
223058,Elusive Lurker,There's a chance this beast will appear when you use an Elusive Creature Lure in this zone. To learn how to create a lure you must earn at least 25 points in Khaz Algar Skinning and select the Luring specialization (see your skinning journal inside your professions panel). See Wowhead's The War Within Skinning Guide for more information on how luring works.
223060,Elusive Cavern Borer,There's a chance this beast will appear when you use an Elusive Creature Lure in this zone. To learn how to create a lure you must earn at least 25 points in Khaz Algar Skinning and select the Luring specialization (see your skinning journal inside your professions panel). See Wowhead's The War Within Skinning Guide for more information on how luring works.
223067,Elusive Kaheti Ambusher,There's a chance this beast will appear when you use an Elusive Creature Lure in this zone. To learn how to create a lure you must earn at least 25 points in Khaz Algar Skinning and select the Luring specialization (see your skinning journal inside your professions panel). See Wowhead's The War Within Skinning Guide for more information on how luring works.
223091,Grimlurk,Found outside a mine entrance in the west of the Extraction Site.
223117,Discordant Swarmite,"You must have the Unseeming Shift debuff in order to see this creature. This debuff is bestowed during the Melody of Madness quest chain, but you can also gain stacks of it in the Maddening Deeps by clicking on the Black Blood Extractors or standing in the ashen-red pools."
223613,Weave Drone,"Located in The Spiral Weave (Delve). Summoned by Overseer Kasel, during combat. It can be challening to tame one during the fight."
223782,Snapjaw Ploughworm,Found in a cave inside the large pit in the west of the area.
223783,Ploughworm Broodling,Found in a cave inside the large pit in the west of the area.
223905,Discordant Swarmite,"You must have the Unseeming Shift debuff in order to see this creature. This debuff is bestowed during the Melody of Madness quest chain, but you can also gain stacks of it in the Maddening Deeps by clicking on the Black Blood Extractors or standing in the ashen-red pools."
224099,Shalehorn Bull,Found in grassy areas in the far east of Hallowfall (west of Lothar's Landing / entrance to The Ringing Deeps).
224101,Shalehorn Cow,Found in grassy areas in the far east of Hallowfall (west of Lothar's Landing / entrance to The Ringing Deeps). Also found in the fields that stretch from west of Tenir's Ascent to south of Mereldar.
224106,Hallowfall Bear,Found in grassy areas in the far east of Hallowfall (west of Lothar's Landing / entrance to The Ringing Deeps).
224109,Hallowfall Matriarch,Found in grassy areas in the far east of Hallowfall (west of Lothar's Landing / entrance to The Ringing Deeps).
224133,Sunrise Honeysucker,Found in a grove just north of the Cinderbrew Meadery entrance.
224409,Shalehorn Cow,Found in the fields just to the west of the entrance to Hallowfall from The Ringing Deeps.
224410,Shalehorn Bull,Found in grassy areas in the far east of Hallowfall (west of Lothar's Landing / entrance to The Ringing Deeps).
224464,Venomous Salamanther,Found by a pool in the far east of Hallowfall (below Lothar's Landing / entrance to The Ringing Deeps).
224496,Hallowfall Bear,Found in grassy areas in the far east of Hallowfall (west of Lothar's Landing / entrance to The Ringing Deeps). The Hallowfall Bears with this ID are usually asleep.
224521,Frenzied Siege Artillery,Flies about the western sections of the Eastern Span walkway.
224551,Immature Shalehorn,Found in grassy areas in the far east of Hallowfall (below Lothar's Landing / entrance to The Ringing Deeps).
224663,Mesmerised Flyer <Swarm-Maven Donmiss's Minion>,"Periodically spawns during combat with Swarm-Maven Donmiss as part of Stage 2 of the ""Escape the Burrows!"" phase of the ""Kaheti Hospitality"" zone campaign quest."
224725,Saurolisk Ambusher,"Can spawn during the quest, ""Antifogmatic""."
224751,Garlic-Breathed Hydra,Found not far from the Mycomancer Cavern delve.
224958,Elusive Gloomstinger,There's a chance this beast will appear when you use an Elusive Creature Lure in this zone. To learn how to create a lure you must earn at least 25 points in Khaz Algar Skinning and select the Luring specialization (see your skinning journal inside your professions panel). See Wowhead's The War Within Skinning Guide for more information on how luring works.
225244,Ravenous Glowmite,"Spawns during the quest, ""Bug Test""."
225271,Dazzling Peafowl,Found in small numbers outside the northern & eastern borders of the Boskroot Basin forest. Dazzling Peafowl with this ID are often found leading around a brood of peafowl chicks.
225391,Slagshell Slider,Found inside the mines north of the gateway to Hallowfall.
225393,Massive Slagshell,Found in the deepest cavern in the mines north of the gateway to Hallowfall.
225488,Mycotic Jawcrawler,"Found south of The Wormlands. It is ridden by a Fungari Myconite, but it can be tamed out from under them!"
225726,Heckler,"Can be found in the Revolution phase of Undermine after getting the quest, Get Out There. You can no longer access this phase after completing the campaign."
225815,Junkyard Hyena,"Can be found in the Revolution phase of Undermine after getting the quest, Get Out There. You can no longer access this phase after completing the campaign."
225865,Emerald Stagshell,Found in the wilds east and south of The Wormlands and south of Siegehold. Emerald Stagshells with this ID are often found flying.
225912,Shalehorn Calf,Found in grassy areas in the far east of Hallowfall (west of Lothar's Landing / entrance to The Ringing Deeps).
225913,Shalehorn Calf,Found in grassy areas in the far east of Hallowfall (below Lothar's Landing / entrance to The Ringing Deeps). The Shalehorn Calves with this ID are running about.
226005,Scavenger Stagshell,Found across the central north and north-east of the zone. Scavenger Stagshells with this ID seem to be mostly found flying.
226028,Fathom Ray,"Found occasionally in waterways in the zone, including those outside Siegehold in the north and Twitching Gorge to the west."
226101,Confused Swarmite,Summoned by Agaricus Festerbloom ( Its name changes to 'Confused Swarmite' if Agaricus dies.
226128,Berrybuzz Harvester,Found in grassy areas in the far east of Hallowfall (west of Lothar's Landing / entrance to The Ringing Deeps).
226176,Horned Stagshell,Horned Stagshells with this ID are usually found flying. Found in wilds south-east of The Weaver's Lair and west of Rak-Ahat.
226381,Agitated Shalewing,"Can spawn during the quest, ""Stone Tracing""."
226417,Furious Skipper,"Can spawn during the quest, ""Stone Tracing""."
226562,Blazefeather Peacock,"This peafowl requires a large amount of money to tame! It can be spawned after completing The Perfect Wedding storyline in Undermine, beginning with Or Else and ending with Ad-Hoc Wedding Planner. After the wedding is over and the storyline is complete, gather 500,000 gold and return to Grelik Greaseguard at the Exotics Market in Bilgewater Flats (north-west of Demolition Dome). He'll now have a new dialogue option: 'Can you get me a blazefeather peacock?'. Once you agree and pay him, you can get him to summon as many tameable Blazefeather Peacocks as you want, with no extra fee. And don't worry: there should be no risk of them being attacked or tamed by other players, as only you can see them."
226625,Cave Skipper,"Found in five delve instances: Nightfall Sanctum, Mycomancer Cavern, Fungal Folly, The Sinkhole, and Tak-Rethan Abyss."
227026,Trained Skyflayer,Flies along the high Eastern Span walkways in the east of the zone.
227198,Island Proudfeather,"Inhabits the largest of the three small, rocky islands off the north-east coast of Dorn. Only the blue variant makes sounds when clicked."
227367,Contaminated Rockslime,"It seems likely this sea slug started out as an unintended tameable creature, but it was left that way!"
227373,Vicious Spiderling,"Can spawn if NPCs in delves are killed when they have the buff, 'Zekvir's Infestation' from Zekvir. Zekvir is an additional surprise encounter that can appear in any delve."
227569,Storm-Touched Clawfiend,"Found in a special 'storm' phase of Siren Isle that you can access after completing the zone's weekly quest (by participating in activities and killing various NPCs around Siren Isle) and unlocking Special Assignment: Storm's a Brewin. Once unlocked, speak to Suzie Boltwrench at Flotsam Shoal to enter or leave the storm phase at any time, even after you complete the assignment."
227572,Parched Scuttler,"Found in the far south of the zone, just before the Ruptured Lake entrance to Azj-Kahet, on the cliffs to the east of the river."
227627,Grandtalon Kestral,Possibly found in a single location: flying high over a beach to the south-east of Earthcrawl Mines and Freywold Village.
227799,Gull,Flies about the cliffs east of Cinderbrew Meadery.
227808,Ravageling,Spawns during combat with Ravageant.
228427,Stagshell Swarmer,Spawned by Queensguard An'Jak Shabtir during the War Within Intro questline in Dalaran.
228465,The Captain,"Spawns from the quest, ""G.E.T.A. The Captain"". It is surrounded by smaller mudskippers that act like they are part of the model, but they're lost upon taming."
229060,Enraged Kodiak,"Found where the rivers converge south-west of Mereldar during the quest, ""Fishing is Good for the Soul""."
229532,Infused Stormfeather,"Found in a special 'storm' phase of Siren Isle that you can access after completing the zone's weekly quest (by participating in activities and killing various NPCs around Siren Isle) and unlocking Special Assignment: Storm's a Brewin. Once unlocked, speak to Suzie Boltwrench at Flotsam Shoal to enter or leave the storm phase at any time, even after you complete the assignment."
229617,Escaped Lynx,"Found in the wilds east of Dunelle's Kindness, down from the zone entrance from The Ringing Deeps."
229620,Escaped Lynx,"Found in the wilds east of Dunelle's Kindness, down from the zone entrance from The Ringing Deeps."
229638,Docile Cloudrook,"Found on Sunken Shield - a rocky island off the south-east coast of Dorn, and also on an island in the far west - in the strait between Storm's Watch and Dhar Oztan. The cloudrooks on Sunken Shield appear in all three colours, but the ones on the western island only seem to appear in the mid-grey, despite having the same NPC ID."
229688,Starved Swarmite,"Flies high over the pit, situated in the far west of the city."
229812,Warbling Mudskip,Has a chance to spawn when you dig up a patch of Disturbed Earth around any of the main Khaz Algar ('The War Within') zones. To unlock this you need to complete the quest Everyday I'm Snufflin in The Ringing Deeps.
229813,Disturbed Krolusk,Has a chance to spawn when you dig up a patch of Disturbed Earth around any of the main Khaz Algar ('The War Within') zones. To unlock this you need to complete the quest Everyday I'm Snufflin in The Ringing Deeps.
229814,Enraged Snuffler,Has a chance to spawn when you dig up a patch of Disturbed Earth around any of the main Khaz Algar ('The War Within') zones. To unlock this you need to complete the quest Everyday I'm Snufflin in The Ringing Deeps.
229816,Ambushing Swarmer,Has a chance to spawn when you dig up a patch of Disturbed Earth around any of the main Khaz Algar ('The War Within') zones. To unlock this you need to complete the quest Everyday I'm Snufflin in The Ringing Deeps.
229817,Ambushing Swarmer,Has a chance to spawn when you dig up a patch of Disturbed Earth around any of the main Khaz Algar ('The War Within') zones. To unlock this you need to complete the quest Everyday I'm Snufflin in The Ringing Deeps.
229820,Wandering Scuttleshell,Has a chance to spawn when you dig up a patch of Disturbed Earth around any of the main Khaz Algar ('The War Within') zones. To unlock this you need to complete the quest Everyday I'm Snufflin in The Ringing Deeps.
229821,Burrowing Jawcrawler,Has a chance to spawn when you dig up a patch of Disturbed Earth around any of the main Khaz Algar ('The War Within') zones. To unlock this you need to complete the quest Everyday I'm Snufflin in The Ringing Deeps.
